TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Channel,CustomerOccupation,Location,Target
10.65,54.0,161.0,1.0,13240.72,Albuquerque,Austin,Atlanta,Colorado Springs,5.0
198.62,27.0,84.00000000000001,1.0,1196.07,Atlanta,Austin,Albuquerque,Kansas City,7.0
107.03,27.0,73.0,1.0,1408.07,Atlanta,Atlanta,Baltimore,New York,8.0
139.57,19.0,263.0,3.0,271.78,Albuquerque,Austin,Baltimore,Detroit,3.0
312.47,49.0,148.0,4.0,9419.27,Albuquerque,Austin,Atlanta,San Diego,6.0
346.11,41.0,213.0,1.0,9551.64,Albuquerque,Albuquerque,Baltimore,Los Angeles,1.0
138.06,44.0,159.0,1.0,1070.47,Atlanta,Baltimore,Atlanta,Miami,8.0
158.02,49.0,120.0,1.0,9374.24,Albuquerque,Austin,Baltimore,Portland,4.0
830.01,66.0,96.0,1.0,4253.18,Atlanta,Austin,Austin,Boston,0.0
435.5,55.0,112.0,1.0,6981.03,Albuquerque,Atlanta,Austin,Fort Worth,3.0
110.49,57.0,48.0,1.0,10483.93,Albuquerque,Albuquerque,Atlanta,Phoenix,4.0
329.4,34.0,68.00000000000001,1.0,9588.07,Albuquerque,Atlanta,Atlanta,Colorado Springs,5.0
635.4,47.0,106.0,1.0,1238.11,Atlanta,Austin,Atlanta,New York,8.0
769.97,22.0,22.999999999999996,1.0,1244.93,Atlanta,Albuquerque,Atlanta,Sacramento,6.0
175.07,26.0,169.0,1.0,1040.25,Albuquerque,Austin,Atlanta,Mesa,1.0
7.31,78.0,282.0,1.0,5757.67,Albuquerque,Atlanta,Albuquerque,San Jose,2.0
32.54,25.0,183.0,4.0,1544.88,Atlanta,Baltimore,Atlanta,Los Angeles,1.0
56.12,30.0,102.0,1.0,8839.67,Atlanta,Atlanta,Albuquerque,Boston,0.0
424.7,56.0,178.0,1.0,6239.89,Albuquerque,Albuquerque,Albuquerque,Los Angeles,1.0
35.73,65.0,87.0,1.0,9073.17,Atlanta,Atlanta,Austin,Portland,4.0
3.44,78.0,107.99999999999999,1.0,7561.33,Atlanta,Atlanta,Baltimore,Fort Worth,3.0
1342.25,21.0,235.0,1.0,694.03,Atlanta,Atlanta,Atlanta,,2.0
139.03,50.0,81.0,1.0,2276.57,Albuquerque,Atlanta,Atlanta,Fresno,3.0
254.92,28.0,169.0,1.0,2791.12,Atlanta,Albuquerque,Baltimore,Jacksonville,7.0
115.11,28.0,139.0,1.0,9808.97,Albuquerque,Austin,Austin,Louisville,1.0
171.11,57.0,171.0,1.0,6324.09,Albuquerque,Atlanta,Austin,New York,8.0
168.54,70.0,142.0,2.0,13406.0,Atlanta,Austin,Atlanta,Seattle,2.0
408.46,64.0,28.0,1.0,3140.79,Austin,Albuquerque,Albuquerque,Indianapolis,7.0
1162.42,30.0,45.0,1.0,10357.26,Albuquerque,Austin,Austin,,2.0
342.17,21.0,247.0,1.0,461.83,Atlanta,Austin,Albuquerque,Indianapolis,7.0
580.71,53.0,95.0,1.0,5670.0,Atlanta,Atlanta,Austin,Albuquerque,0.0
821.54,79.0,36.0,1.0,4040.3199999999997,Atlanta,Atlanta,Albuquerque,Seattle,2.0
253.47,20.0,238.0,1.0,220.51,Atlanta,Albuquerque,Albuquerque,Boston,0.0
22.81,62.0,75.0,1.0,3634.76,Atlanta,Atlanta,Austin,Mesa,1.0
266.57,39.0,96.0,1.0,7180.48,Albuquerque,Austin,Albuquerque,San Jose,2.0
374.61,75.0,37.0,1.0,1389.71,Albuquerque,Atlanta,Albuquerque,Louisville,1.0
339.35,78.0,70.0,1.0,5002.7,Albuquerque,Austin,Austin,Philadelphia,4.0
810.36,20.0,67.0,1.0,9239.12,Albuquerque,Austin,Albuquerque,Raleigh,6.0
9.83,24.0,86.0,1.0,666.42,Atlanta,Atlanta,Albuquerque,Raleigh,6.0
135.57,51.0,116.00000000000001,1.0,11351.64,Albuquerque,Atlanta,Albuquerque,Sacramento,6.0
340.05,43.0,37.0,1.0,7234.15,Atlanta,Atlanta,Albuquerque,Fort Worth,3.0
283.45,27.0,127.0,1.0,2049.51,Atlanta,Baltimore,Austin,Las Vegas,7.0
100.99,68.0,114.0,1.0,8865.27,Atlanta,Austin,Baltimore,Virginia Beach,2.0
90.88,18.0,176.0,1.0,3908.4700000000003,Albuquerque,Atlanta,Baltimore,Memphis,1.0
655.15,26.0,264.0,1.0,5587.44,Atlanta,Albuquerque,Boston,Columbus,5.0
320.55,50.0,118.0,1.0,438.75,Atlanta,Albuquerque,Austin,Portland,4.0
41.51,28.0,48.0,1.0,609.5999999999999,Atlanta,Atlanta,Albuquerque,Denver,3.0
71.53,68.0,39.0,1.0,2393.73,Albuquerque,Albuquerque,Baltimore,Charlotte,5.0
467.13,54.0,45.0,1.0,3914.84,Atlanta,Albuquerque,Baltimore,Sacramento,6.0
235.4,28.0,70.0,1.0,818.3599999999999,Atlanta,Austin,Atlanta,San Jose,2.0
159.32,18.0,100.00000000000001,1.0,304.44,Albuquerque,Atlanta,Baltimore,San Antonio,6.0
50.83,30.0,48.0,1.0,9553.42,Atlanta,Albuquerque,Atlanta,Boston,0.0
56.89,59.0,56.0,1.0,3034.67,Atlanta,Atlanta,Baltimore,Omaha,4.0
20.22,43.0,138.0,1.0,5515.32,Albuquerque,Atlanta,Austin,Austin,0.0
50.4,36.0,84.00000000000001,1.0,1677.01,Albuquerque,Austin,Austin,Las Vegas,7.0
73.88,53.0,131.0,1.0,4055.55,Albuquerque,Albuquerque,Albuquerque,Mesa,1.0
119.61,33.0,53.00000000000001,1.0,9899.94,Albuquerque,Atlanta,Atlanta,Tucson,2.0
1241.05,18.0,129.0,1.0,756.74,Albuquerque,Atlanta,Albuquerque,Omaha,4.0
116.58,43.0,247.0,1.0,2620.74,Atlanta,Austin,Baltimore,Las Vegas,7.0
1919.1100000000001,30.0,161.0,1.0,11090.24,Atlanta,Atlanta,Atlanta,Miami,8.0
391.96,64.0,79.0,1.0,2174.16,Atlanta,Albuquerque,Atlanta,Virginia Beach,2.0
156.26,46.0,160.0,1.0,7854.100000000001,Austin,Austin,Atlanta,Austin,0.0
427.0,49.0,163.0,1.0,8253.65,Atlanta,Austin,Austin,Miami,8.0
443.68,18.0,137.0,1.0,874.1499999999999,Albuquerque,Baltimore,Albuquerque,Phoenix,4.0
101.76,31.0,26.0,1.0,6043.25,Atlanta,Austin,Baltimore,Baltimore,0.0
67.57,37.0,107.0,1.0,2766.12,Atlanta,Austin,Baltimore,San Francisco,6.0
326.29,56.0,179.0,1.0,8171.259999999999,Atlanta,Albuquerque,Austin,Dallas,5.0
158.56,33.0,100.00000000000001,1.0,5401.21,Atlanta,Atlanta,Baltimore,Fresno,3.0
56.02,27.0,142.0,1.0,3548.02,Atlanta,Albuquerque,Austin,Nashville,8.0
288.28,27.0,36.0,1.0,160.83,Atlanta,Atlanta,Albuquerque,Louisville,1.0
245.67,24.0,107.0,1.0,752.2499999999999,Atlanta,Atlanta,Austin,Boston,0.0
152.18,39.0,176.0,4.0,2459.84,Albuquerque,Atlanta,Atlanta,Baltimore,0.0
114.35,41.0,21.000000000000004,1.0,469.12,Albuquerque,Atlanta,Austin,San Jose,2.0
373.27,61.0,79.0,1.0,8441.61,Albuquerque,Atlanta,Baltimore,San Jose,2.0
504.63000000000005,60.0,168.00000000000003,1.0,3806.16,Atlanta,Atlanta,Baltimore,El Paso,3.0
126.22,46.0,77.0,4.0,6133.41,Albuquerque,Atlanta,Austin,Mesa,1.0
820.15,47.0,181.0,1.0,8802.97,Albuquerque,Atlanta,Atlanta,Charlotte,5.0
986.8099999999998,68.0,127.0,1.0,14881.77,Atlanta,Austin,Boston,Fresno,3.0
8.37,63.0,135.0,1.0,1106.34,Atlanta,Austin,Albuquerque,Portland,4.0
197.49,53.0,30.0,1.0,5005.33,Austin,Austin,Austin,Philadelphia,4.0
637.97,58.0,90.0,1.0,7949.03,Austin,Atlanta,Austin,Atlanta,0.0
13.52,26.0,65.0,1.0,259.77,Atlanta,Austin,Atlanta,Austin,0.0
432.1,49.0,240.0,1.0,2114.3,Atlanta,Austin,Boston,San Francisco,6.0
375.17,51.0,66.0,2.0,5495.3,Albuquerque,Austin,Atlanta,Portland,4.0
642.68,50.0,94.0,1.0,8461.46,Atlanta,Atlanta,Austin,Omaha,4.0
78.44,52.0,292.0,1.0,6870.84,Atlanta,Atlanta,Boston,Phoenix,4.0
139.72,49.0,201.0,1.0,5058.83,Austin,Austin,Albuquerque,Albuquerque,0.0
499.99,31.0,296.0,1.0,8885.0,Albuquerque,Albuquerque,Baltimore,Indianapolis,7.0
10.07,24.0,49.0,1.0,530.81,Albuquerque,Austin,Boston,Miami,8.0
120.61999999999999,23.0,85.0,1.0,9379.53,Atlanta,Austin,Baltimore,Austin,0.0
578.49,59.0,180.0,1.0,6475.13,Albuquerque,Atlanta,Albuquerque,Columbus,5.0
119.3,34.0,22.0,5.0,319.04,Albuquerque,Austin,Austin,Boston,0.0
280.92,41.0,168.00000000000003,1.0,5298.85,Albuquerque,Atlanta,Austin,Charlotte,5.0
42.42,21.0,102.0,1.0,490.57,Albuquerque,Atlanta,Albuquerque,Colorado Springs,5.0
77.03,67.0,259.0,1.0,11310.27,Albuquerque,Atlanta,Albuquerque,Austin,0.0
22.59,62.0,45.0,1.0,3988.75,Albuquerque,Albuquerque,Baltimore,Miami,8.0
568.76,51.0,155.0,1.0,7484.319999999999,Atlanta,Albuquerque,Baltimore,Washington,2.0
25.94,58.0,211.0,5.0,4815.11,Albuquerque,Atlanta,Albuquerque,Jacksonville,7.0
105.94,51.0,207.0,1.0,5963.1,Atlanta,Atlanta,Austin,Houston,7.0
733.29,52.0,94.0,5.0,10427.0,Albuquerque,Albuquerque,Albuquerque,Dallas,5.0
350.15,21.0,195.0,1.0,296.47,Albuquerque,Albuquerque,Albuquerque,Jacksonville,7.0
1151.18,65.0,105.0,1.0,1100.06,Atlanta,Albuquerque,Baltimore,Denver,3.0
183.67,19.0,238.0,1.0,910.26,Atlanta,Atlanta,Austin,Fort Worth,3.0
278.27,29.0,123.0,1.0,6684.34,Atlanta,Albuquerque,Austin,Los Angeles,1.0
470.3,40.0,88.0,1.0,8524.09,Albuquerque,Austin,Albuquerque,Memphis,1.0
261.69,53.0,84.00000000000001,1.0,5126.65,Albuquerque,Albuquerque,Austin,Portland,4.0
365.04,22.0,94.0,1.0,873.8899999999999,Atlanta,Albuquerque,Albuquerque,Jacksonville,7.0
211.1,57.0,136.0,1.0,7059.77,Albuquerque,Atlanta,Austin,Louisville,1.0
21.49,58.0,240.0,1.0,11991.24,Albuquerque,Atlanta,Baltimore,Atlanta,0.0
63.58,18.0,199.0,1.0,8086.040000000001,Atlanta,Austin,Austin,Fort Worth,3.0
321.86,63.0,167.0,1.0,12626.49,Albuquerque,Atlanta,Atlanta,Miami,8.0
12.11,75.0,127.0,1.0,1730.28,Atlanta,Austin,Atlanta,Baltimore,0.0
642.54,44.0,28.0,1.0,3143.17,Atlanta,Atlanta,Albuquerque,Baltimore,0.0
210.45,27.0,146.0,1.0,1242.49,Austin,Atlanta,Austin,Denver,3.0
313.65,55.0,173.0,1.0,1886.36,Albuquerque,Atlanta,Austin,Houston,7.0
99.76,26.0,131.0,1.0,416.89,Atlanta,Austin,Baltimore,Washington,2.0
115.32,53.0,113.0,1.0,5929.08,Albuquerque,Atlanta,Atlanta,Los Angeles,1.0
33.61,23.0,72.0,1.0,479.08,Albuquerque,Baltimore,Austin,Jacksonville,7.0
498.59,33.0,32.0,1.0,5862.99,Atlanta,Austin,Atlanta,Sacramento,6.0
98.81,27.0,91.0,1.0,797.1,Albuquerque,Albuquerque,Baltimore,Milwaukee,8.0
1.8700000000000003,65.0,147.0,1.0,7287.94,Albuquerque,Atlanta,Atlanta,Chicago,5.0
78.92,59.0,95.0,1.0,5624.86,Austin,Austin,Albuquerque,Los Angeles,1.0
194.29,39.0,10.0,1.0,2988.41,Atlanta,Austin,Baltimore,Indianapolis,7.0
28.73,53.0,185.0,1.0,2712.96,Atlanta,Albuquerque,Atlanta,Austin,0.0
105.53,24.0,88.0,1.0,1433.66,Albuquerque,Austin,Austin,Seattle,2.0
737.34,30.0,34.0,1.0,7336.56,Atlanta,Baltimore,Baltimore,Los Angeles,1.0
237.86,18.0,210.0,1.0,475.62999999999994,Albuquerque,Austin,Albuquerque,New York,8.0
409.61,65.0,89.0,1.0,11698.15,Atlanta,Atlanta,Baltimore,Phoenix,4.0
75.53,21.0,157.0,1.0,1034.35,Atlanta,Austin,Albuquerque,San Francisco,6.0
72.75,64.0,15.0,1.0,12042.79,Atlanta,Albuquerque,Atlanta,Charlotte,5.0
39.11,26.0,143.0,1.0,518.54,Albuquerque,Austin,Austin,Jacksonville,7.0
1309.79,23.0,139.0,1.0,1258.93,Albuquerque,Austin,Austin,Indianapolis,7.0
729.38,68.0,90.0,1.0,9127.65,Albuquerque,Albuquerque,Baltimore,Austin,0.0
137.49,34.0,50.00000000000001,1.0,4471.05,Atlanta,Albuquerque,Albuquerque,Raleigh,6.0
504.71,29.0,61.00000000000001,1.0,6214.54,Atlanta,Austin,Austin,Colorado Springs,5.0
371.47,24.0,58.00000000000001,1.0,1187.04,Albuquerque,Austin,Baltimore,Fort Worth,3.0
430.35,36.0,205.0,1.0,354.9,Atlanta,Albuquerque,Atlanta,Raleigh,6.0
230.32,35.0,56.0,1.0,791.46,Atlanta,Austin,Austin,Charlotte,5.0
121.71,52.0,140.0,1.0,5878.89,Albuquerque,Atlanta,Baltimore,Dallas,5.0
98.87,20.0,179.0,1.0,533.2,Albuquerque,Atlanta,Austin,Colorado Springs,5.0
117.55,24.0,35.0,1.0,897.94,Albuquerque,Austin,Albuquerque,Tucson,2.0
244.64,30.0,103.0,1.0,9159.56,Albuquerque,Austin,Albuquerque,Indianapolis,7.0
321.93,45.0,12.0,1.0,4392.73,Atlanta,Austin,Austin,San Diego,6.0
1092.73,58.0,11.0,1.0,1390.98,Atlanta,Austin,Baltimore,New York,8.0
283.23,40.0,98.0,1.0,2008.7700000000002,Albuquerque,Atlanta,Atlanta,Columbus,5.0
346.65,30.0,60.00000000000001,1.0,6356.96,Albuquerque,Atlanta,Baltimore,Colorado Springs,5.0
381.62,64.0,164.0,1.0,6009.12,Atlanta,Atlanta,Austin,Memphis,1.0
388.65,76.0,43.0,1.0,7896.850000000001,Albuquerque,Austin,Austin,Washington,2.0
29.22,24.0,151.0,1.0,1649.43,Albuquerque,Austin,Albuquerque,Boston,0.0
46.75,67.0,150.0,1.0,2840.43,Albuquerque,Austin,Baltimore,Miami,8.0
348.64,57.0,128.0,1.0,3274.96,Atlanta,Albuquerque,Austin,New York,8.0
319.17,73.0,81.0,1.0,6501.56,Atlanta,Albuquerque,Austin,Sacramento,6.0
73.95,26.0,75.99999999999999,1.0,363.92,Atlanta,Austin,Baltimore,Seattle,2.0
389.63,27.0,99.0,1.0,9748.48,Albuquerque,Albuquerque,Albuquerque,Raleigh,6.0
217.61,19.0,45.0,1.0,1404.53,Albuquerque,Atlanta,Albuquerque,Raleigh,6.0
199.84,21.0,150.0,1.0,706.44,Albuquerque,Albuquerque,Albuquerque,Philadelphia,4.0
56.35,44.0,75.0,1.0,5095.73,Albuquerque,Atlanta,Austin,Sacramento,6.0
248.95000000000002,65.0,29.000000000000004,1.0,3059.79,Atlanta,Atlanta,Atlanta,Columbus,5.0
142.58,33.0,145.0,1.0,7844.23,Albuquerque,Atlanta,Baltimore,Oklahoma City,8.0
1020.7299999999999,28.0,87.0,1.0,1119.61,Albuquerque,Austin,Albuquerque,San Francisco,6.0
84.34,58.0,247.99999999999997,3.0,5313.97,Albuquerque,Austin,Baltimore,Tucson,2.0
1607.55,31.0,156.0,1.0,6227.99,Atlanta,Austin,Boston,Milwaukee,8.0
333.78,60.0,98.0,1.0,6810.94,Albuquerque,Albuquerque,Albuquerque,San Antonio,6.0
332.59,55.0,143.0,1.0,1457.07,Albuquerque,Albuquerque,Austin,Miami,8.0
236.81,22.0,15.0,1.0,813.68,Albuquerque,Austin,Baltimore,Austin,0.0
417.8,27.0,130.0,1.0,1518.82,Albuquerque,Atlanta,Atlanta,Memphis,1.0
319.27,50.0,150.0,1.0,10269.78,Atlanta,Austin,Austin,Baltimore,0.0
384.1,42.0,172.0,1.0,672.7899999999998,Atlanta,Albuquerque,Baltimore,Austin,0.0
820.62,61.0,158.0,1.0,6024.8,Atlanta,Austin,Austin,Omaha,4.0
474.77,56.0,50.00000000000001,1.0,2158.59,Albuquerque,Austin,Albuquerque,Mesa,1.0
542.72,43.0,91.99999999999999,1.0,6011.8,Atlanta,Atlanta,Baltimore,Los Angeles,1.0
79.8,73.0,75.99999999999999,1.0,6372.58,Albuquerque,Austin,Albuquerque,Columbus,5.0
46.24,57.0,52.00000000000001,1.0,2569.56,Atlanta,Atlanta,Baltimore,Washington,2.0
327.8,61.0,53.99999999999999,1.0,10585.48,Atlanta,Albuquerque,Atlanta,Baltimore,0.0
445.79,52.0,161.0,1.0,717.9899999999999,Albuquerque,Albuquerque,Atlanta,Las Vegas,7.0
55.89,72.0,150.0,1.0,3689.65,Albuquerque,Austin,Atlanta,Fort Worth,3.0
158.41,28.0,16.0,1.0,1512.16,Atlanta,Albuquerque,Albuquerque,Dallas,5.0
101.19,64.0,75.0,1.0,14389.45,Albuquerque,Austin,Austin,Raleigh,6.0
827.14,36.0,265.0,4.0,9800.21,Albuquerque,Atlanta,Albuquerque,Houston,7.0
61.970000000000006,74.0,95.0,1.0,7014.69,Albuquerque,Albuquerque,Austin,Baltimore,0.0
27.21,79.0,102.0,1.0,3520.61,Albuquerque,Albuquerque,Atlanta,Austin,0.0
173.74,80.0,64.0,1.0,4913.42,Atlanta,Atlanta,Austin,El Paso,3.0
176.11,38.0,105.0,1.0,9155.35,Albuquerque,Atlanta,Baltimore,Miami,8.0
88.4,46.0,174.0,1.0,2567.53,Albuquerque,Albuquerque,Austin,Jacksonville,7.0
567.92,53.0,14.0,1.0,3779.4699999999993,Albuquerque,Atlanta,Albuquerque,Charlotte,5.0
138.11,68.0,104.0,1.0,4177.65,Austin,Albuquerque,Austin,Boston,0.0
456.93,28.0,193.0,1.0,7284.76,Albuquerque,Atlanta,Austin,San Diego,6.0
101.42,66.0,146.0,1.0,6530.59,Albuquerque,Austin,Albuquerque,Fort Worth,3.0
300.61,44.0,51.00000000000001,1.0,7895.540000000001,Atlanta,Albuquerque,Austin,Louisville,1.0
265.94,54.0,132.0,1.0,6781.3,Albuquerque,Atlanta,Atlanta,Louisville,1.0
345.54,29.0,50.00000000000001,1.0,2091.78,Atlanta,Albuquerque,Atlanta,Albuquerque,0.0
411.52,41.0,88.0,1.0,11108.39,Albuquerque,Austin,Baltimore,Nashville,8.0
111.21,35.0,111.0,1.0,9088.36,Atlanta,Austin,Atlanta,Raleigh,6.0
316.37,53.0,86.0,1.0,4671.69,Atlanta,Austin,Albuquerque,Boston,0.0
260.63,37.0,142.0,1.0,7534.7300000000005,Albuquerque,Austin,Austin,Memphis,1.0
92.36,29.0,144.0,1.0,6353.14,Albuquerque,Austin,Albuquerque,,2.0
262.06,63.0,118.0,1.0,13587.52,Austin,Atlanta,Atlanta,Charlotte,5.0
64.5,74.0,230.0,1.0,1351.24,Albuquerque,Austin,Atlanta,Chicago,5.0
253.55,28.0,85.0,5.0,2797.26,Albuquerque,Albuquerque,Baltimore,San Jose,2.0
175.94,57.0,89.0,1.0,3728.0400000000004,Atlanta,Albuquerque,Baltimore,New York,8.0
199.47,57.0,142.0,1.0,6067.44,Atlanta,Albuquerque,Atlanta,Washington,2.0
51.07,63.0,133.0,1.0,4292.16,Atlanta,Austin,Baltimore,Portland,4.0
435.86,56.0,134.0,1.0,3801.8200000000006,Atlanta,Atlanta,Albuquerque,Indianapolis,7.0
74.73,64.0,162.0,1.0,6353.22,Atlanta,Albuquerque,Austin,Memphis,1.0
182.79,23.0,14.0,1.0,1251.85,Albuquerque,Austin,Austin,Austin,0.0
628.36,44.0,107.99999999999999,1.0,11869.71,Atlanta,Atlanta,Atlanta,Sacramento,6.0
268.39,29.0,177.0,1.0,9409.43,Atlanta,Baltimore,Austin,Denver,3.0
362.27,80.0,47.0,1.0,6003.59,Albuquerque,Atlanta,Baltimore,Omaha,4.0
560.15,50.0,91.99999999999999,1.0,817.83,Atlanta,Austin,Baltimore,Charlotte,5.0
351.99,80.0,45.0,2.0,3663.64,Atlanta,Atlanta,Albuquerque,San Jose,2.0
132.36,28.0,160.0,1.0,319.65,Albuquerque,Atlanta,Baltimore,Fresno,3.0
24.77,40.0,17.0,1.0,478.23,Albuquerque,Austin,Austin,Portland,4.0
668.67,44.0,143.0,4.0,13446.81,Albuquerque,Atlanta,Austin,Phoenix,4.0
80.24,53.0,58.00000000000001,1.0,8012.810000000001,Atlanta,Albuquerque,Austin,Albuquerque,0.0
8.65,68.0,198.0,1.0,4201.22,Atlanta,Albuquerque,Austin,Tucson,2.0
178.91,18.0,18.999999999999996,1.0,8870.89,Atlanta,Austin,Austin,Sacramento,6.0
115.22,27.0,107.99999999999999,1.0,906.1999999999999,Atlanta,Albuquerque,Austin,Miami,8.0
161.63,46.0,276.0,1.0,9286.37,Albuquerque,Albuquerque,Austin,Virginia Beach,2.0
542.75,70.0,63.0,1.0,2224.08,Atlanta,Atlanta,Baltimore,Dallas,5.0
317.47,67.0,16.0,1.0,14639.28,Atlanta,Atlanta,Baltimore,Chicago,5.0
280.99,45.0,29.000000000000004,1.0,9733.59,Albuquerque,Albuquerque,Albuquerque,Oklahoma City,8.0
24.19,29.0,28.0,1.0,2756.2,Atlanta,Albuquerque,Albuquerque,Chicago,5.0
586.85,36.0,86.0,1.0,6655.15,Albuquerque,Austin,Baltimore,Raleigh,6.0
372.41,55.0,143.0,1.0,3233.87,Atlanta,Atlanta,Boston,San Jose,2.0
383.69,54.0,285.0,1.0,8371.11,Atlanta,Atlanta,Austin,Detroit,3.0
247.16999999999996,65.0,149.0,1.0,2611.64,Austin,Atlanta,Baltimore,Dallas,5.0
48.78,18.0,136.0,1.0,552.06,Albuquerque,Atlanta,Baltimore,El Paso,3.0
4.15,60.0,119.0,1.0,6017.36,Albuquerque,Austin,Boston,Kansas City,7.0
60.989999999999995,34.0,58.00000000000001,1.0,7281.46,Atlanta,Austin,Albuquerque,Columbus,5.0
408.19,26.0,241.0,1.0,6847.47,Albuquerque,Atlanta,Atlanta,Raleigh,6.0
524.6,58.0,75.99999999999999,1.0,13017.7,Albuquerque,Atlanta,Atlanta,Washington,2.0
108.96,26.0,247.0,1.0,7597.660000000001,Atlanta,Atlanta,Austin,San Jose,2.0
70.03,63.0,49.0,1.0,7330.31,Atlanta,Atlanta,Austin,,2.0
124.84,52.0,79.0,1.0,6711.78,Austin,Albuquerque,Austin,Indianapolis,7.0
324.04,54.0,30.0,1.0,2248.06,Albuquerque,Atlanta,Baltimore,Washington,2.0
39.69,70.0,163.0,1.0,3524.68,Albuquerque,Austin,Baltimore,Indianapolis,7.0
157.7,58.0,45.99999999999999,1.0,8332.58,Albuquerque,Atlanta,Baltimore,Boston,0.0
81.27,22.0,68.00000000000001,1.0,1814.48,Albuquerque,Austin,Baltimore,Milwaukee,8.0
193.82,37.0,176.0,1.0,3886.7699999999995,Atlanta,Baltimore,Albuquerque,New York,8.0
16.73,79.0,165.0,1.0,7591.129999999999,Atlanta,Atlanta,Albuquerque,Houston,7.0
474.05,57.0,214.0,1.0,1484.31,Atlanta,Austin,Atlanta,Nashville,8.0
39.21,66.0,245.0,4.0,9385.57,Albuquerque,Albuquerque,Baltimore,Sacramento,6.0
637.75,79.0,151.99999999999997,1.0,4202.92,Atlanta,Albuquerque,Baltimore,Virginia Beach,2.0
153.59,66.0,174.0,1.0,4813.12,Atlanta,Austin,Albuquerque,Houston,7.0
186.6,18.0,139.0,1.0,9716.68,Albuquerque,Albuquerque,Baltimore,San Diego,6.0
644.08,24.0,55.0,1.0,1980.62,Albuquerque,Albuquerque,Atlanta,Sacramento,6.0
226.66,41.0,168.00000000000003,1.0,10216.25,Albuquerque,Austin,Atlanta,Omaha,4.0
305.0,22.0,222.0,1.0,944.83,Albuquerque,Albuquerque,Atlanta,Memphis,1.0
233.1,42.0,37.0,1.0,7469.2,Atlanta,Atlanta,Baltimore,,2.0
793.13,68.0,75.99999999999999,1.0,13389.16,Albuquerque,Atlanta,Austin,Boston,0.0
224.19,52.0,93.0,1.0,8475.47,Albuquerque,Atlanta,Baltimore,Albuquerque,0.0
214.83,23.0,63.0,1.0,991.6899999999999,Atlanta,Austin,Albuquerque,Mesa,1.0
163.46,63.0,111.0,1.0,6953.8,Atlanta,Albuquerque,Baltimore,Portland,4.0
194.99,34.0,91.0,1.0,1370.03,Austin,Austin,Baltimore,Baltimore,0.0
23.4,46.0,175.0,4.0,14851.28,Atlanta,Austin,Atlanta,,2.0
227.5,34.0,277.0,1.0,11505.35,Atlanta,Albuquerque,Baltimore,,2.0
259.9,26.0,100.00000000000001,1.0,914.2799999999999,Albuquerque,Albuquerque,Albuquerque,Atlanta,0.0
59.51,36.0,55.0,1.0,9955.88,Atlanta,Albuquerque,Albuquerque,Columbus,5.0
1074.95,20.0,91.0,1.0,530.86,Atlanta,Atlanta,Atlanta,Boston,0.0
112.94,73.0,30.999999999999996,1.0,3807.8399999999997,Albuquerque,Albuquerque,Baltimore,Omaha,4.0
11.81,21.0,131.0,1.0,320.25,Atlanta,Albuquerque,Baltimore,Houston,7.0
329.14,55.0,14.0,1.0,12033.92,Atlanta,Atlanta,Baltimore,Las Vegas,7.0
154.24,61.0,82.0,1.0,6109.55,Atlanta,Austin,Albuquerque,Los Angeles,1.0
233.44,20.0,297.0,1.0,1691.88,Albuquerque,Austin,Albuquerque,Portland,4.0
141.8,18.0,116.00000000000001,1.0,1697.67,Albuquerque,Austin,Austin,Virginia Beach,2.0
209.03,55.0,126.0,1.0,8359.5,Albuquerque,Atlanta,Albuquerque,Atlanta,0.0
1137.63,26.0,144.0,1.0,1629.12,Albuquerque,Atlanta,Atlanta,Kansas City,7.0
261.14,42.0,162.0,1.0,6100.08,Atlanta,Austin,Baltimore,,2.0
98.71,32.0,117.0,1.0,10095.23,Atlanta,Austin,Atlanta,Los Angeles,1.0
87.38,21.0,252.0,1.0,1504.99,Atlanta,Albuquerque,Atlanta,Fresno,3.0
83.39,32.0,158.0,1.0,13182.11,Albuquerque,Austin,Albuquerque,Las Vegas,7.0
267.55,46.0,40.0,1.0,4330.04,Atlanta,Austin,Baltimore,Dallas,5.0
870.05,29.0,39.0,1.0,905.2499999999999,Atlanta,Atlanta,Atlanta,Nashville,8.0
164.51,78.0,110.0,1.0,3553.69,Albuquerque,Atlanta,Atlanta,San Jose,2.0
758.12,69.0,90.0,1.0,6164.65,Albuquerque,Austin,Atlanta,Tucson,2.0
103.76,28.0,188.0,1.0,9626.14,Albuquerque,Austin,Albuquerque,Atlanta,0.0
583.92,55.0,139.0,1.0,6364.14,Atlanta,Austin,Albuquerque,Fort Worth,3.0
204.06,77.0,159.0,1.0,4351.83,Albuquerque,Atlanta,Albuquerque,Detroit,3.0
53.51,56.0,165.0,1.0,5773.5,Albuquerque,Atlanta,Austin,Oklahoma City,8.0
1108.46,30.0,262.0,1.0,9257.04,Atlanta,Baltimore,Albuquerque,Austin,0.0
52.95,68.0,14.0,1.0,6335.58,Atlanta,Albuquerque,Boston,El Paso,3.0
120.17,49.0,105.0,1.0,5403.79,Atlanta,Albuquerque,Baltimore,Albuquerque,0.0
220.8,31.0,28.0,1.0,8135.31,Atlanta,Austin,Boston,Atlanta,0.0
119.01,45.0,87.0,1.0,9798.26,Albuquerque,Albuquerque,Albuquerque,Detroit,3.0
